Agency No.,Agency Name,Agency Address,Agency City,Agency Zip Code,Agency Phone No.,Agency E-mail,Agency Contact,Date,Frequency,Day of Week,Morning Opening Hour,Morning Closing Hour,Afternoon Opening Hour,Afternoon Closing Hour,Comments
6012,Rosewood Church,10115 E. Rose Street,Bellflower,90706,562.925.1443,fernandov@rosewoodchurch.com,Fernando Valencia,,,Friday,,,3:00:00 PM,4:00:00 PM,
6013,HOAP Inc.,5014 S. Avalon Boulevard,Los Angeles,90011,323.232.7256,helpinguhoap@yahoo.com,Pastor Tran M. Lewis Jr.,,,Thursday,10:30:00 AM,12:30:00 PM,,,
6015,Life Deliverance Ministries,9120 S. Western Avenue,Los Angeles,90044,562.607.8780 ,mr.pbrownjr@gmail.com,Paul Brown,,,Saturday,8:00:00 AM,11:00:00 AM,,,
6018,Travelers Rest Missionary B.C.,1417 E. Florence Avenue,Los Angeles,90001,323.582.7797,travelersrest@sbcglobal.net,Lena Lair,,,Wednesday,11:00:00 AM,,,1:00:00 PM,
6021,Victory Baptist Church,4802 South McKinley Avenue,Los Angeles,90011,323.231.2424,najja1@sbcglobal.net,Edward Jenkins,,,Friday,7:30:00 AM,9:30:00 AM,,,
6022,Vision of Hope Outreach Ministry,5951 S. San Pedro,Los Angeles,90003,323-233-4647,mishekiafreelon@yahoo.com,Pastor Eason,,2nd & 4th ,Saturday,,,3:00:00 PM,4:00:00 PM,
11801,Santa Clarita Valley Food Pantry,32142 North Crown Valley Road,Acton,93510,661.255.9078,executive_director@scvfoodpantry.org,Lily Wolfe,,2nd,Thursday,10:00:00 AM,11:30:00 AM,,,
11803,Santa Clarita Valley Food Pantry,23520 Wiley Canyon Road,Valencia,91355,661.255.5818,executive_director@scvfoodpantry.org,Lily Wolfe,,3rd,Thursday,10:00:00 AM,11:30:00 AM,,,
11805,Santa Clarita Valley Food Pantry,18701 Flying Tiger Drive,Santa Clarita,91351,661.251.2900,executive_director@scvfoodpantry.org,Lily Wolfe,,2nd,Tuesday,10:00:00 AM,11:30:00 AM,,,
11806,Santa Clarita Valley Food Pantry,26705 Bouquet Canyon Road,Saugus,91350,661-255-9078,executive_director@scvfoodpantry.org,Lily Wolfe,,3rd,Tuesday,10:00:00 AM,11:30:00 AM,,,
11808,Santa Clarita Valley Food Pantry,31990 Castaic Lake Road,Castaic,91384,661.255.9078,executive_director@scvfoodpantry.org,                                                  ,,1st,Thursday,10:00:00 AM,11:30:00 AM,,,
11810,Santa Clarita Valley Food Pantry,25857 Singing Hills Drive,Valencia,91321,661.255.9078,,Lily Wolfe,,1st,Wednesday,9:30:00 AM,11:00:00 AM,,,
13102,Inland Valley Hope Partners,209 W. Pearl Street,Pomona,91768,909.622.7278,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Monday,9:00:00 AM,,,3:00:00 PM,
13102,Inland Valley Hope Partners,209 W. Pearl Street,Pomona,91768,909.622.7278,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Tuesday,9:00:00 AM,,,3:00:00 PM,
13102,Inland Valley Hope Partners,209 W. Pearl Street,Pomona,91768,909.622.7278,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Wednesday,9:00:00 AM,,,3:00:00 PM,
13102,Inland Valley Hope Partners,209 W. Pearl Street,Pomona,91768,909.622.7278,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Thursday,9:00:00 AM,,,3:00:00 PM,
13103,Inland Valley Hope Partners,904 E. California Street,Ontario,91761,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Monday,9:00:00 AM,,,3:00:00 PM,
13103,Inland Valley Hope Partners,904 E. California Street,Ontario,91761,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Tuesday,9:00:00 AM,,,3:00:00 PM,
13103,Inland Valley Hope Partners,904 E. California Street,Ontario,91761,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Wednesday,9:00:00 AM,,,3:00:00 PM,
13103,Inland Valley Hope Partners,904 E. California Street,Ontario,91761,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Thursday,9:00:00 AM,,,3:00:00 PM,
13104,Inland Valley Hope Partners,660 N. Mountain Avenue,Claremont,91711,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Tuesday,,,12:30:00 PM,4:30:00 PM,
13104,Inland Valley Hope Partners,660 N. Mountain Avenue,Claremont,91711,909.622.3806,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Thursday,,,12:30:00 PM,4:30:00 PM,
13105,Inland Valley Hope Partners,110 E. Third Street,San Dimas,91768,909.622.3806,isaacv@inlandvalleyhopepartners.org,Tim Constantine/Peggy Snyder,,,Monday,,,2:00:00 PM,4:00:00 PM,
13105,Inland Valley Hope Partners,110 E. Third Street,San Dimas,91768,909.622.3806,isaacv@inlandvalleyhopepartners.org,Tim Constantine/Peggy Snyder,,,Wednesday,,,2:00:00 PM,4:00:00 PM,
13105,Inland Valley Hope Partners,110 E. Third Street,San Dimas,91768,909.622.3806,isaacv@inlandvalleyhopepartners.org,Tim Constantine/Peggy Snyder,,,Friday,,,2:00:00 PM,4:00:00 PM,
13106,Inland Valley Hope Partners,810 S. White Ave,Pomona,91766,909.391.4882,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,,Sunday,,,5:00:00 PM,7:00:00 PM,
13106,Inland Valley Hope Partners,810 S. White Ave,Pomona,91766,909.391.4882,isaacv@inlandvalleyhopepartners.org,Isaac Vega,,4th,Thursday,,,5:00:00 PM,7:00:00 PM,
14001,City of Truth Ministries,23400 S. Avalon Boulevard,Carson,90745,310.617.2914,mckclew@aol.com,Michelle Lewis,,3rd,Saturday,10:00:00 AM,,,12:00:00 PM,
21302,Foothill Unity Center,191 N. Oak Avenue,Pasadena,91107,626.584.7420,tashera@foothillunitycenter.org,Tashera Taylor,,,Tuesday,9:00:00 AM,11:30:00 AM,,,
21302,Foothill Unity Center,191 N. Oak Avenue,Pasadena,91107,626.584.7420,tashera@foothillunitycenter.org,Tashera Taylor,,,Wednesday,,,1:00:00 PM,3:30:00 PM,
21302,Foothill Unity Center,191 N. Oak Avenue,Pasadena,91107,626.584.7420,tashera@foothillunitycenter.org,Tashera Taylor,,,Friday,,,1:00:00 PM,3:30:00 PM,
25101,Food Net-San Gabriel Valley Center,1441 Santa Anita Avenue,South El Monte,91733,626.575.5431,lramirez@css.la.lacounty.gov,Liliana Ramirez,,,Wednesday,8:30:00 AM,10:30:00 AM,,,
25102,Food Net-East Rancho Dominguez,4513 E. Compton Boulevard,Compton,90221,310.603.7401,mmuralles@css.lacounty.gov,Mario Muralles,,2nd & 4th,Friday,8:00:00 AM,10:00:00 AM,,,
25103,Food Net-Centro Maravilla,4716 E. Cesar Chavez Avenue,Los Angeles,90022,323.260.2804,amichel@css.lacounty.gov ,Andrea Michel,,,Monday,8:30:00 AM,,,4:00:00 PM,
25103,Food Net-Centro Maravilla,4716 E. Cesar Chavez Avenue,Los Angeles,90022,323.260.2804,amichel@css.lacounty.gov ,Andrea Michel,,,Tuesday,8:30:00 AM,,,4:00:00 PM,
25103,Food Net-Centro Maravilla,4716 E. Cesar Chavez Avenue,Los Angeles,90022,323.260.2804,amichel@css.lacounty.gov ,Andrea Michel,,,Friday,8:30:00 AM,,,4:00:00 PM,
25104,Food Net-Asian Service Center,14112 S. Kingsley Drive,Gardena,90249,310.217.7300,mmuralles@css.lacounty.gov,Mario Muralles,,,Monday,8:00:00 AM,,,4:00:00 PM,
25104,Food Net-Asian Service Center,14112 S. Kingsley Drive,Gardena,90249,310.217.7300,mmuralles@css.lacounty.gov,Mario Muralles,,,Tuesday,8:00:00 AM,,,4:00:00 PM,
25104,Food Net-Asian Service Center,14112 S. Kingsley Drive,Gardena,90249,310.217.7300,mmuralles@css.lacounty.gov,Mario Muralles,,,Wednesday,8:00:00 AM,,,4:00:00 PM,
25104,Food Net-Asian Service Center,14112 S. Kingsley Drive,Gardena,90249,310.217.7300,mmuralles@css.lacounty.gov,Mario Muralles,,,Thursday,8:00:00 AM,,,4:00:00 PM,
25104,Food Net-Asian Service Center,14112 S. Kingsley Drive,Gardena,90249,310.217.7300,mmuralles@css.lacounty.gov,Mario Muralles,,,Friday,8:00:00 AM,,,4:00:00 PM,
25105,Food Net- East Los Angeles Center,133 N. Sunol Drive,Los Angeles,90063,323-260-2801,rgarcia2@css.lacounty.gov,Rosendo Garcia,,,Monday,9:30:00 AM,12:00:00 PM,1:30:00 PM,4:00:00 PM,
25105,Food Net- East Los Angeles Center,133 N. Sunol Drive,Los Angeles,90063,323-260-2801,rgarcia2@css.lacounty.gov,Rosendo Garcia,,,Tuesday,9:30:00 AM,12:00:00 PM,1:30:00 PM,4:00:00 PM,
25105,Food Net- East Los Angeles Center,133 N. Sunol Drive,Los Angeles,90063,323-260-2801,rgarcia2@css.lacounty.gov,Rosendo Garcia,,,Friday,9:30:00 AM,12:00:00 PM,1:30:00 PM,4:00:00 PM,
25106,Food Net-Florence Firestone Center,7807 S. Compton Avenue,Los Angeles,90001,323.586.6502,tbrookins@css.lacounty.gov,Tony Brookins,,2nd,Tuesday,9:00:00 AM,,,1:00:00 PM,
25108,Food Net-Los Nietos Service Center,11640 W. Slauson Avenue,Whittier,90606,562.699.9898,ssoto2@css.la.lacounty.gov,Sylvia Soto,,,Thursday,11:00:00 AM,,,2:00:00 PM,
25108,Food Net-Los Nietos Service Center,11640 W. Slauson Avenue,Whittier,90606,562.699.9898,ssoto2@css.la.lacounty.gov,Sylvia Soto,,,Friday,9:00:00 AM,1:30:00 PM,2:30:00 PM,4:00:00 PM,
25110,Food Net-Willowbrook Senior Center,12915 Jarvis Avenue,Los Angeles,90061,310.217.5650,shamilton@css.lacounty.gov,Saundra Hamilton,,2nd & 4th,Wednesday,10:00:00 AM,,,12:00:00 PM,
25113,Food Net-Santa Clarita Service Center,24271 Main Street,Newhall,91321,661-254-0070,vrollins@css.lacounty.gov,Verletta Rollins,,,Monday,9:00:00 AM,,,4:00:00 PM,
25113,Food Net-Santa Clarita Service Center,24271 Main Street,Newhall,91321,661-254-0070,vrollins@css.lacounty.gov,Verletta Rollins,,,Tuesday,9:00:00 AM,,,4:00:00 PM,
25113,Food Net-Santa Clarita Service Center,24271 Main Street,Newhall,91321,661-254-0070,vrollins@css.lacounty.gov,Verletta Rollins,,,Wednesday,9:00:00 AM,,,4:00:00 PM,
25113,Food Net-Santa Clarita Service Center,24271 Main Street,Newhall,91321,661-254-0070,vrollins@css.lacounty.gov,Verletta Rollins,,,Thursday,9:00:00 AM,,,4:00:00 PM,
25113,Food Net-Santa Clarita Service Center,24271 Main Street,Newhall,91321,661-254-0070,vrollins@css.lacounty.gov,Verletta Rollins,,,Friday,9:00:00 AM,,,4:00:00 PM,
25114,Food Net-San Pedro Service Center,769 W. Third Street,San Pedro,90731,310-519-6091,grobinson@css.lacounty.gov,Greg Robinson,,,Tuesday,,,2:00:00 PM,4:30:00 PM,
25114,Food Net-San Pedro Service Center,769 W. Third Street,San Pedro,90731,310-519-6091,grobinson@css.lacounty.gov,Greg Robinson,,,Wednesday,,,2:00:00 PM,4:30:00 PM,
25114,Food Net-San Pedro Service Center,769 W. Third Street,San Pedro,90731,310-519-6091,grobinson@css.lacounty.gov,Greg Robinson,,,Thursday,,,2:00:00 PM,4:30:00 PM,
25114,Food Net-San Pedro Service Center,769 W. Third Street,San Pedro,90731,310-519-6091,grobinson@css.lacounty.gov,Greg Robinson,,,Friday,,,2:00:00 PM,4:30:00 PM,
30202,Prince of Peace/Family Rescue,22103 Van Owen Street,Canoga Park,91303,818.887.9386,jvalle@nuevavisioncs.org,Joel Valle,,,Monday,9:00:00 AM,,,1:00:00 PM,
30202,Prince of Peace/Family Rescue,22103 Van Owen Street,Canoga Park,91303,818.887.9386,jvalle@nuevavisioncs.org,Joel Valle,,,Tuesday,9:00:00 AM,,,1:00:00 PM,
30202,Prince of Peace/Family Rescue,22103 Van Owen Street,Canoga Park,91303,818.887.9386,jvalle@nuevavisioncs.org,Joel Valle,,,Wednesday,9:00:00 AM,,,1:00:00 PM,
30202,Prince of Peace/Family Rescue,22103 Van Owen Street,Canoga Park,91303,818.887.9386,jvalle@nuevavisioncs.org,Joel Valle,,,Thursday,9:00:00 AM,,,1:00:00 PM,
30202,Prince of Peace/Family Rescue,22103 Van Owen Street,Canoga Park,91303,818.887.9386,jvalle@nuevavisioncs.org,Joel Valle,,,Friday,9:00:00 AM,,,1:00:00 PM,
30418,WSFB- St. Joseph's Center,204 Hampton Drive,Venice,90291,310.396.6468 ,rcarome@stjosephctr.org,Felipe Ramirez,,,Monday,10:00:00 AM,,,12:00:00 PM,
30418,WSFB- St. Joseph's Center,204 Hampton Drive,Venice,90291,310.396.6468 ,rcarome@stjosephctr.org,Felipe Ramirez,,,Tuesday,,,1:00:00 PM,3:00:00 PM,
30418,WSFB- St. Joseph's Center,204 Hampton Drive,Venice,90291,310.396.6468 ,rcarome@stjosephctr.org,Felipe Ramirez,,,Wednesday,10:00:00 AM,,,12:00:00 PM,
30418,WSFB- St. Joseph's Center,204 Hampton Drive,Venice,90291,310.396.6468 ,rcarome@stjosephctr.org,Felipe Ramirez,,,Thursday,10:00:00 AM,,,12:00:00 PM,
30418,WSFB- St. Joseph's Center,204 Hampton Drive,Venice,90291,310.396.6468 ,rcarome@stjosephctr.org,Felipe Ramirez,,,Friday,,,1:00:00 PM,3:00:00 PM,
30420,WSFB- St. Augustine SAVES,3820 Jasmine Avenue,Culver City,90232,310.838.2702,,Sadie Cerda,,,Monday,9:00:00 AM,11:45:00 AM,,,
30420,WSFB- St. Augustine SAVES,3820 Jasmine Avenue,Culver City,90232,310.838.2702,,Sadie Cerda,,,Wednesday,9:00:00 AM,11:45:00 AM,,,
30420,WSFB- St. Augustine SAVES,3820 Jasmine Avenue,Culver City,90232,310.838.2702,,Sadie Cerda,,,Friday,9:00:00 AM,11:45:00 AM,,,
30423,WSFB- Ocean Park Community Ctr,503 Olympic Boulevard,Santa Monica,90401,310.450.4050 ,ccastillo@opcc.net,Cherry Castillo,,,Tuesday,,,1:00:00 PM,2:30:00 PM,
33203,M.E.N.D./Our Lady of Peace Catholic Church,15444 Nordhoff Street,North Hills,91343,818-894-1176,jsjandjcj@msn.com,Decon Doug Jones,,2nd & 4th ,Friday,9:00:00 AM,,,12:00:00 PM,
33204,M.E.N.D./St. Didacus Church,14337 Astoria Street,Sylmar,91342,818.890.9421,Norma.Gallegos@edd.ca.gov,Norma Gallegos,11/28/2015,,Saturday,9:00:00 AM,,,12:00:00 PM,
33204,M.E.N.D./St. Didacus Church,14337 Astoria Street,Sylmar,91342,818.890.9421,Norma.Gallegos@edd.ca.gov,Norma Gallegos,12/12/2015,,Saturday,9:00:00 AM,,,12:00:00 PM,
33204,M.E.N.D./St. Didacus Church,14337 Astoria Street,Sylmar,91342,818.890.9421,Norma.Gallegos@edd.ca.gov,Norma Gallegos,12/26/2015,,Saturday,9:00:00 AM,,,12:00:00 PM,
38302,First Church of the Nazarene-Altadena,9 W. Mendocino Street,Altadena,91001,626-798-2361,9folnaz@att.net,Pastor Lewis/ Laura Bryson,,1st & 3rd,Thursday,,,2:00:00 PM,4:00:00 PM,
68202,JFS/SOVA Community Food & Resource Program,8846 W. Pico Boulevard,Los Angeles,90035,818.988.7682 ,fsummers@jfsla.org,Fred Summers,,,Wednesday,10:00:00 AM,,,1:30:00 PM,
68202,JFS/SOVA Community Food & Resource Program,8846 W. Pico Boulevard,Los Angeles,90035,818.988.7682 ,fsummers@jfsla.org,Fred Summers,,,Thursday,10:00:00 AM,,,1:30:00 PM,
68203,JFS/SOVA Community Food & Resource Program,1140 N. La Brea Avenue,West Hollywood,90038,818.988.7682,fsummers@jfsla.org,Dennis Schoenrock,,,Sunday,9:00:00 AM,,,12:00:00 PM,
68203,JFS/SOVA Community Food & Resource Program,1140 N. La Brea Avenue,West Hollywood,90038,818.988.7682,fsummers@jfsla.org,Dennis Schoenrock,,,Monday,10:00:00 AM,,,1:30:00 PM,
68203,JFS/SOVA Community Food & Resource Program,1140 N. La Brea Avenue,West Hollywood,90038,818.988.7682,fsummers@jfsla.org,Dennis Schoenrock,,,Tuesday,10:00:00 AM,,,1:30:00 PM,
68203,JFS/SOVA Community Food & Resource Program,1140 N. La Brea Avenue,West Hollywood,90038,818.988.7682,fsummers@jfsla.org,Dennis Schoenrock,,,Wednesday,10:00:00 AM,,,1:30:00 PM,
82701,Los Angeles Housing Partnership,1229 N. Bronson Avenue,Los Angeles,90038,(213) 629-9172,richard@lahousingpartnership.com,Richard Kennemer,,3rd,Friday,,,3:30:00 PM,4:30:00 PM,
82702,Los Angeles Housing Partnership,504 N. Berendo Street,Los Angeles,90004,213.629.9172,richard@lahousingpartnership.com,Richard Kennemer,,1st,Friday,,,3:30:00 PM,4:30:00 PM,
110601,International Families Association,820 E. Maple Street,Glendale,91205,818.770.0779 ,ifaglendale@gmail.com,Ara Hambardzumyan,,,Wednesday,,,3:30:00 PM,6:30:00 PM,
119901,C.A.R.E. Heglis,1633 N. Hacienda Boulevard,La Puente,91744,626.715.5653,jeffrey_fajardo@hotmail.com,Olivia B. & Jeffrey Fajardo,,3rd,Friday,9:30:00 AM,11:30:00 AM,,,
136901,Cory's Kitchen-El Sereno,4810 Huntington Drive South,Los Angeles,90032,323.972.1330,m.figueroa4940@att.net,Sharon Tschetter,,,Monday,,,4:30:00 PM,6:30:00 PM,
136902,Corys Kitchen-New Beginnings ,"13020 Francisquito Avenue, Suite 10",Baldwin Park,91706,626.305.0392,andrew.gonzalezjr@yahoo.com,Carmerlo Garcia,,,Friday,,,5:00:00 PM,7:00:00 PM,
136904,Cory's Kitchen-Calvary Chapel Pico Rivera,8110 Paramount Boulevard,Pico Rivera,90660,626-622-9202,mykdstchr@hotmail.com,Patricia Alvarez/ Manuel Rodri,,2nd & 4th,Thursday,,,6:00:00 PM,7:30:00 PM,
136906,Cory's Kitchen-Faith Center Ministries,20470 # A Yellowbrick Road,Walnut,91789,626-825-9441,richard331948@yahoo.com,Viola/Janice,,,Wednesday,,,4:00:00 PM,6:00:00 PM,
136907,Corys Kitchen-Iglesia Torre De Alabanza,822 Bradbourne Ave.,Duarte,91010,626.960.4639,villatai@yahoo.com,Gregorio Bautista ,,1st & 3rd,Sunday,,,5:00:00 PM,7:00:00 PM,
138301,Sowing Seeds for Life,305 E. Arrow Hwy,Pomona,91767,909.392.5777,,Vicki Brown,,2nd,Saturday,11:00:00 AM,,,1:00:00 PM,
154801,Rock Solid Christian Assembly,275 West 1st Street,San Pedro,90731,310.832.2788,,Mark Wright,,2nd & 4th,Saturday,10:30:00 AM,11:30:00 AM,,,
173101,East LA Community Corporation,611 S. Lorena Street,Los Angeles,90033,323.269.4214,aspear@elacc.org,Lupe Legespi,,3rd,Friday,9:00:00 AM,11:00:00 AM,,,
176501,S.A. Pearblossom United Methodist,34143 126th Street East,Pearblossom,93553,661.839.6123,pearblossomumc@gmail.com,Pr. Glenn Hoskin,,3rd,Monday,9:00:00 AM,11:00:00 AM,,,
176502,S.A. Penney Lynn Wind,8300 Pearblossom Hwy,Littlerock,93543,661.944.6100,penneylynncv@yahoo.com,Penney Lynn Gertz,,3rd,Monday,,,12:00:00 PM,2:00:00 PM,
176504,S.A. Mayflower Gardens,6570 West Avenue L-12,Quartz Hill,93536,661.943.3228,,Delores Peters,,2nd,Tuesday,9:00:00 AM,11:00:00 AM,,,
176505,S.A. Friendly Village Mobile Park,1301 east Ave. I,Lancaster,93535,661.946.6267,leonardo.faria@usw.salvationarmy.org,Karla Aceitino,,4th,Monday,9:00:00 AM,11:00:00 AM,,,
176506,S.A. Mountain View Mobile,3255 E. Ave R,Palmdale,93550,661.947.4700,,Ree Cobbs,,2nd ,Tuesday,,,12:00:00 PM,2:00:00 PM,
503301,The Bible Tabernacle (Venice),1761 Washington Way,Venice,90291,310.821.6116,thebiblet@yahoo.com,Michael Hughes/ Rico Arroyo,,,Monday,9:00:00 AM,,,12:00:00 PM,
503301,The Bible Tabernacle (Venice),1761 Washington Way,Venice,90291,310.821.6116,thebiblet@yahoo.com,Michael Hughes/ Rico Arroyo,,,Tuesday,9:00:00 AM,,,12:00:00 PM,
503301,The Bible Tabernacle (Venice),1761 Washington Way,Venice,90291,310.821.6116,thebiblet@yahoo.com,Michael Hughes/ Rico Arroyo,,,Friday,9:00:00 AM,,,12:00:00 PM,
503401,"Catholic Charities of Los Angeles, Inc.",5014 Passons Blvd,Pico Rivera,90660,562.949.0937,bhackman@ccharities.org,Bruce Hackman,,,Monday,9:00:00 AM,,,3:00:00 PM,
503401,"Catholic Charities of Los Angeles, Inc.",5014 Passons Blvd,Pico Rivera,90660,562.949.0937,bhackman@ccharities.org,Bruce Hackman,,,Tuesday,9:00:00 AM,,,12:00:00 PM,
503401,"Catholic Charities of Los Angeles, Inc.",5014 Passons Blvd,Pico Rivera,90660,562.949.0937,bhackman@ccharities.org,Bruce Hackman,,,Wednesday,9:00:00 AM,,,12:00:00 PM,
503401,"Catholic Charities of Los Angeles, Inc.",5014 Passons Blvd,Pico Rivera,90660,562.949.0937,bhackman@ccharities.org,Bruce Hackman,,,Thursday,9:00:00 AM,,,12:00:00 PM,
